gene_name,gene_id,mean_normal_tissue,se_normal_tissue,mean_TCGA_BRCA_tumor,se_TCGA_BRCA_tumor
FBXO2,ENSG00000116661.9,27.20285882,1.175363527,18.47130398,0.878689487
FBXO44,ENSG00000132879.13,32.04215468,1.024781628,19.98102074,0.364227797
FBXO6,ENSG00000116663.10,12.60504357,0.212750557,38.89952358,0.602247761
MAD2L2,ENSG00000116670.14,21.13432244,0.366419814,33.26321572,0.640345216
DRAXIN,ENSG00000162490.6,0.117186492,0.00529698,1.107997538,0.075714001
AGTRAP,ENSG00000177674.15,38.98133115,0.804150952,80.33649896,1.184571015
C1orf167,ENSG00000215910.7,0.160563399,0.014025703,0.231070833,0.024796221
RP11-56N19.5,ENSG00000177553.6,0.037666885,0.004651891,0,0
MTHFR,ENSG00000177000.10,11.92250545,0.198016832,9.692371875,0.186439335
CLCN6,ENSG00000011021.21,21.54172985,0.312749945,7.444635322,0.107010505
NPPA-AS1,ENSG00000242349.5,2.716893464,0.092680884,0,0
NPPA,ENSG00000175206.10,17.9190488,11.27345781,0.250691572,0.008642808
NPPB,ENSG00000120937.8,1.241897603,0.588811128,0.081196212,0.026108729
RP5-934G17.6,ENSG00000224904.1,0.044980828,0.002944181,0,0
RNU5E-1,ENSG00000199347.1,0.973808497,0.054709746,0,0
RNU5E-4P,ENSG00000201801.1,0.108556645,0.012108008,0.536456155,0.248662568
KIAA2013,ENSG00000116685.15,39.63882353,0.424165076,76.61239422,1.099855799
PLOD1,ENSG00000083444.16,66.6245098,1.062395104,128.965432,3.320437979
MFN2,ENSG00000116688.16,58.89525054,0.493703677,44.19267415,0.532314017
RP5-1077B9.5,ENSG00000270914.1,5.63E-04,5.63E-04,0,0
MIIP,ENSG00000116691.10,25.60210022,0.384514783,27.42600379,0.53520839
Y_RNA,ENSG00000202461.1,0.649537908,0.033334838,0.306436174,0.081552032
MIR6729,ENSG00000276869.1,0.004004793,0.002011069,0.007595928,0.002456497
RN7SL649P,ENSG00000243539.3,0.004530283,0.001452419,0.020290341,0.00368267
TNFRSF8,ENSG00000120949.14,4.553488671,0.135587892,1.397980208,0.049629023
RNU6-777P,ENSG00000201135.1,7.29E-04,7.29E-04,0.012749905,0.004154542
RPL23AP89,ENSG00000227875.2,0.040042702,0.004946444,0.063883239,0.005218675
MIR7846,ENSG00000283789.1,0.003972549,0.002373665,0.003534375,0.001599615
TNFRSF1B,ENSG00000028137.18,92.31228758,2.179746618,39.70635672,0.935421903
MIR4632,ENSG00000263676.1,0.0017939,0.0017939,0.076341193,0.017433192
RPL10P17,ENSG00000225196.2,0.04899281,0.005300248,0.052383523,0.004023357
SNORA70,ENSG00000252969.1,0.035133115,0.00572111,0.420805966,0.017747219
VPS13D,ENSG00000048707.13,15.97453377,0.224341193,17.72276023,0.293120852
SNORA59A,ENSG00000239149.1,3.514171024,0.102708023,2.007453883,0.04647565
RP5-888M10.2,ENSG00000229484.1,0.864562309,0.050243684,0,0
DHRS3,ENSG00000162496.8,155.4445098,3.0899908,50.46705862,0.97057275
RNU6ATAC18P,ENSG00000221340.1,1.685376906,0.077383926,1.404181155,0.066049501
MIR6730,ENSG00000276830.1,0.040855556,0.008096178,0.664849621,0.0451023
RP11-474O21.5,ENSG00000272482.1,7.43815207,0.210784494,0,0
AADACL4,ENSG00000204518.2,0.093386275,0.007775603,0.006324905,0.000709332
RP11-474O21.2,ENSG00000226166.2,0.037732026,0.006802586,0,0
AADACL3,ENSG00000188984.11,0.029665795,0.002603623,0.020985227,0.005532243
C1orf158,ENSG00000157330.9,0.027932244,0.009067442,0.16609375,0.032613481
PRAMEF12,ENSG00000116726.4,0.003409368,7.35E-04,0.015444318,0.004180034
PRAMEF1,ENSG00000116721.9,0.002097168,5.83E-04,0.004113352,0.000850561
LINC01784,ENSG00000228338.1,0.013456427,0.007136112,0.002655966,0.001034807
PRAMEF11,ENSG00000239810.3,0.002805011,7.25E-04,0.001763542,0.000553057
PRAMEF30P,ENSG00000231103.2,0.002856863,0.001124479,0.003425,0.001178491
HNRNPCL1,ENSG00000179172.9,0.095176906,0.004044089,0.055982008,0.002290685
PRAMEF2,ENSG00000120952.4,0.001600436,6.56E-04,0.006650095,0.001626447
PRAMEF4,ENSG00000243073.3,0.001669935,6.49E-04,0.001479735,0.000614909
PRAMEF10,ENSG00000187545.5,0.001291285,3.35E-04,0.001615436,0.000702858
PRAMEF7,ENSG00000204510.5,0.001491939,3.78E-04,0.004573011,0.001848874
RNU6-1072P,ENSG00000207434.1,0,0,0.001388447,0.000834184
PRAMEF29P,ENSG00000234064.1,9.76E-04,4.09E-04,0.000127367,0.000127367
PRAMEF6,ENSG00000232423.6,7.55E-04,3.39E-04,0.001372727,0.000518597
PRAMEF28P,ENSG00000274178.2,0.001226362,5.55E-04,0.002193277,0.001174831
PRAMEF27,ENSG00000274764.5,9.43E-04,3.34E-04,0.00087803,0.000349583
HNRNPCL3,ENSG00000277058.2,0.018169063,0.001399182,0.007772443,0.001057062
PRAMEF25,ENSG00000229571.7,1.35E-04,7.90E-05,0.000123674,5.59E-05
PRAMEF34P,ENSG00000277862.1,3.82E-04,1.73E-04,0.000653409,0.000192656
PRAMEF35P,ENSG00000236179.1,9.75E-04,4.69E-04,0.001475568,0.000630193
HNRNPCL2,ENSG00000275774.2,0.024766667,0.001759397,0.027939962,0.001776655
PRAMEF36P,ENSG00000229978.1,4.05E-04,1.56E-04,0.000582765,0.00022536
RP13-221M14.2,ENSG00000233336.1,0,0,0,0
PRAMEF26,ENSG00000280267.4,1.70E-04,9.43E-05,4.14E-05,4.14E-05
HNRNPCL4,ENSG00000179412.10,0.013443137,0.001269551,0.00267178,0.000343541
PRAMEF9,ENSG00000204505.4,1.15E-04,8.19E-05,0.000529261,0.000209275
PRAMEF13,ENSG00000279169.2,2.85E-04,1.36E-04,0.00118286,0.000432621
PRAMEF18,ENSG00000279804.2,0.001562745,5.22E-04,0.002734754,0.000708047
PRAMEF31P,ENSG00000250894.1,0.002433551,6.47E-04,0.003483049,0.001571691
PRAMEF5,ENSG00000270601.4,4.37E-04,2.07E-04,0.000898485,0.000270489
PRAMEF32P,ENSG00000231219.1,3.54E-04,2.15E-04,0.000710417,0.000319455
RNU6-771P,ENSG00000207511.1,8.59E-04,8.59E-04,0.001635511,0.000965901
PRAMEF8,ENSG00000182330.10,0.001345534,3.25E-04,0.003364394,0.000603965
PRAMEF33,ENSG00000237700.2,4.79E-04,1.94E-04,0.000933144,0.000389573
PRAMEF15,ENSG00000204501.7,8.81E-04,3.41E-04,0.001097443,0.000422852
RP11-219C24.10,ENSG00000228229.2,0,0,0,0
PRAMEF14,ENSG00000204481.7,0.001733769,5.15E-04,0.003746496,0.001127911
PRAMEF19,ENSG00000204480.7,0.004310022,0.001036584,0.013185795,0.010617913
PRAMEF17,ENSG00000204479.4,0.002696078,7.53E-04,0.015423295,0.011655355
PRAMEF20,ENSG00000204478.9,0.004223965,9.70E-04,0.004291856,0.000989993
LRRC38,ENSG00000162494.5,0.645074292,0.067456287,0.07184233,0.004759287
RP4-597A16.2,ENSG00000259961.1,0.015916122,0.003132438,0,0
BRWD1P1,ENSG00000215909.3,0.005097821,0.001360566,0.008292235,0.001145695
PDPN,ENSG00000162493.16,26.55893268,1.002857476,23.73716856,0.591892264
RNA5SP41,ENSG00000222952.1,0.002108497,0.001493694,0.023106439,0.004006997
CTA-520D8.2,ENSG00000237445.2,0.095664488,0.008365206,0,0
SCARNA11,ENSG00000253085.1,0.016374728,0.003882356,0.727468087,0.190832323
PRDM2,ENSG00000116731.22,19.15511329,0.30709144,21.48344252,0.309070025
KAZN,ENSG00000189337.16,10.49079521,0.222960802,7.672009754,0.158042334
RNU6-1265P,ENSG00000252151.1,9.80E-04,9.80E-04,0.083284375,0.038635021
RP11-344F13.1,ENSG00000231606.1,0.434620915,0.029485123,0,0
RP4-704D23.1,ENSG00000234593.2,0.068293682,0.011425248,0,0
TBCAP2,ENSG00000235829.1,0.030486928,0.005597925,0.201787879,0.060392787
TMEM51-AS1,ENSG00000175147.11,1.090955338,0.047085085,0.465177462,0.016388302
TMEM51,ENSG00000171729.13,9.902248366,0.301364406,27.20665653,0.460601038
C1orf195,ENSG00000204464.7,0.03540305,0.003794679,0.384436837,0.074801804
RP1-21O18.3,ENSG00000215720.4,0.021763617,0.003491635,0,0
RP5-903E17.2,ENSG00000278480.1,0.031261874,0.002770496,0,0
FHAD1,ENSG00000142621.19,0.30512854,0.017389097,0.893174527,0.021831759
RP3-467K16.2,ENSG00000233485.1,0.13652963,0.007396799,0,0
RP3-467K16.7,ENSG00000236045.1,0.119041176,0.008289697,0,0
RP3-467K16.4,ENSG00000228140.1,0.041189325,0.003023317,0,0
EFHD2,ENSG00000142634.12,50.47028322,0.828205852,80.78755653,1.310334311
CTRC,ENSG00000162438.11,1.308748584,0.418579829,0.073412027,0.006347093
CELA2A,ENSG00000142615.7,2.656133333,1.134630675,0.069634564,0.007541894
CELA2B,ENSG00000215704.9,0.724934641,0.309110281,0.241566098,0.010256066
CASP9,ENSG00000132906.17,8.271570806,0.165660863,10.3810982,0.121931057
DNAJC16,ENSG00000116138.12,6.661954248,0.10329537,16.90597358,0.246065955
SCARNA21,ENSG00000251866.1,0.015690632,0.00356483,32.4376464,9.180000044
RP4-680D5.8,ENSG00000272510.1,0.474124183,0.023702705,0,0
AGMAT,ENSG00000116771.5,0.390863181,0.016506327,3.295678883,0.088517763
RP4-680D5.2,ENSG00000237301.1,0.128055338,0.006076348,0,0
CHCHD2P6,ENSG00000235084.3,1.52508976,0.036544812,3.488491004,0.064564813
RNU7-179P,ENSG00000252417.1,0,0,0.051031345,0.007638462
CD24P1,ENSG00000236500.1,0.012422658,0.002695095,0.036252367,0.004139688
DDI2,ENSG00000197312.11,19.73601743,0.315232197,22.98902396,0.357754532
RP4-680D5.9,ENSG00000271742.1,0.226408279,0.015086359,0,0
PLEKHM2,ENSG00000116786.11,67.21217865,0.775832898,52.54939072,0.591897203
RP11-288I21.1,ENSG00000237938.5,1.549180828,0.03827943,0,0
SLC25A34,ENSG00000162461.7,3.567411765,0.083546837,0.895869413,0.024867276
TMEM82,ENSG00000162460.6,0.046962527,0.019814449,0.425027746,0.072017759
RP11-169K16.4,ENSG00000224459.1,0.20507037,0.013247361,0,0
FBLIM1,ENSG00000162458.12,36.19031373,0.663955571,55.41125199,1.104423042
RPL12P14,ENSG00000224321.1,1.332341394,0.097050334,0.684165341,0.017975065
UQCRHL,ENSG00000233954.6,4.926383442,0.083461374,3.246363068,0.054689241
RP11-169K16.8,ENSG00000178715.8,1.792723747,0.064104139,0,0
FLJ37453,ENSG00000179743.4,4.292508497,0.083194627,5.832523958,0.109859921
SPEN,ENSG00000065526.10,29.36423747,0.423711482,27.22423409,0.381004238
RP1-134O19.3,ENSG00000270620.1,0.092726797,0.009431886,0,0
ZBTB17,ENSG00000116809.11,23.40760349,0.311513811,20.29269489,0.255778507
RP11-5P18.1,ENSG00000234607.2,0.06737756,0.005394082,0,0
RP11-5P18.3,ENSG00000231353.1,0.004232026,0.0012905,0,0
RP11-5P18.11,ENSG00000275503.1,0.005608715,0.001538942,0,0
TBC1D3P6,ENSG00000224966.4,0.002568845,5.65E-04,0.00561108,0.001649781
C1orf64,ENSG00000183888.4,4.179138998,0.338005525,0,0
HSPB7,ENSG00000173641.17,124.0555926,7.671058932,4.655308996,0.295857616
CLCNKA,ENSG00000186510.11,1.943862745,0.121377547,0.900156913,0.03480531
RP11-5P18.10,ENSG00000232456.1,0.129863181,0.00801481,0,0
CLCNKB,ENSG00000184908.17,0.426173638,0.037429024,0.315250473,0.016701303
FAM131C,ENSG00000185519.8,0.469709586,0.01984307,0.983523864,0.062289944
EPHA2,ENSG00000142627.12,29.40234423,0.541269632,14.33231231,0.364184799
RP11-276H7.2,ENSG00000227959.1,1.047242048,0.038304368,0,0
RP11-276H7.3,ENSG00000224621.1,0.654064052,0.030308867,0,0
ARHGEF19,ENSG00000142632.16,12.16704793,0.366194086,25.63188722,0.542865045
ANO7L1,ENSG00000237276.8,0.936417865,0.032443336,3.001636648,0.057890453
RSG1,ENSG00000132881.11,3.48088976,0.08577293,0,0
MT1XP1,ENSG00000233929.1,2.188333115,0.093085297,1.627930682,0.061286751
FBXO42,ENSG00000037637.10,10.60488235,0.145718544,13.32153229,0.122623671
SZRD1,ENSG00000055070.16,51.33389978,0.480743144,70.97954337,0.635631158
RP11-430L17.1,ENSG00000226457.1,0.224854902,0.010853723,0,0
SPATA21,ENSG00000187144.11,0.092179303,0.004015045,0.044637405,0.007249167
NECAP2,ENSG00000157191.19,52.97215686,0.511588837,42.4427696,0.425179382
LINC01772,ENSG00000226029.1,2.628676471,0.068319638,1.327674242,0.033561938
CROCCP3,ENSG00000080947.14,4.591057734,0.114526156,1.600324432,0.03804488
RNU1-1,ENSG00000206652.1,0.058551634,0.007449809,0.369665152,0.144048343
RP4-798A10.7,ENSG00000261135.1,0.345202832,0.016866811,0,0
RP4-798A10.4,ENSG00000224174.2,0.085815468,0.007914998,0,0
LINC01783,ENSG00000233421.4,0.120449891,0.008656985,0.20670786,0.014868905
RNU1-6P,ENSG00000277344.1,0,0,0.000941951,0.000581808
FAM231B,ENSG00000268991.2,0.007155338,0.001410282,0,0
RP5-875O13.6,ENSG00000225710.1,0.015830937,0.001887451,0,0
NBPF1,ENSG00000219481.10,3.685094336,0.103999012,6.667378314,0.165769699
RP5-1182A14.5,ENSG00000271732.1,0.134091503,0.010051312,0,0
CROCCP2,ENSG00000215908.10,21.4961939,0.45378731,10.52727443,0.221132387
MST1P2,ENSG00000186301.8,6.626956427,0.258745943,2.601769318,0.088028046
RP1-163M9.8,ENSG00000282143.1,0.012756645,0.001602105,0,0
RNU1-3,ENSG00000207513.1,0.001866885,0.001172202,2.355124716,1.237613469
FAM231A,ENSG00000237847.2,0.001434423,4.81E-04,0,0
RP5-875O13.7,ENSG00000280114.1,0.089293028,0.007405725,0,0
EIF1AXP1,ENSG00000236698.1,0.883212418,0.0307335,2.149249811,0.051441779
ESPNP,ENSG00000268869.5,0.212077996,0.016253897,0.159810322,0.009864799
RP1-163M9.7,ENSG00000279151.1,0.008547712,0.001782482,0,0
FAM231C,ENSG00000279132.2,0.003968627,0.001015713,0,0
RP5-1182A14.7,ENSG00000282740.1,0.001683442,5.81E-04,0,0
RNU1-4,ENSG00000207389.1,0.001754902,0.001037199,0.485927367,0.306901672
CROCCP4,ENSG00000227684.2,0.036247495,0.003770924,0.004052841,0.000598415
MST1L,ENSG00000186715.10,1.936594336,0.078070123,0.376597538,0.014637213
RP11-108M9.1,ENSG00000223643.6,0.004099346,8.04E-04,0,0
RP11-108M9.2,ENSG00000230239.1,0.042493028,0.006306295,0,0
MIR3675,ENSG00000263811.1,0.001435512,0.001435512,0.005459091,0.004110401
RP11-108M9.3,ENSG00000228549.3,0.161361656,0.009543783,0,0
RP11-108M9.4,ENSG00000238142.1,9.663825708,0.218812144,0,0
RP11-108M9.5,ENSG00000235241.1,3.280623747,0.078193582,0,0
RNU1-2,ENSG00000207005.1,0.09676122,0.010616779,0.805554072,0.279448407
RP11-108M9.6,ENSG00000272426.1,0.354156863,0.01608708,0,0
CROCC,ENSG00000058453.16,17.47934641,0.340316074,10.0377607,0.208308914
MFAP2,ENSG00000117122.13,13.93047495,0.384037785,39.54267813,1.020302619
RP1-37C10.3,ENSG00000226526.1,0.27349695,0.013517627,0,0
ATP13A2,ENSG00000159363.17,25.33561874,0.41499163,52.61434167,0.926580333
SDHB,ENSG00000117118.9,86.50015251,1.12710367,99.01480322,1.009924352
PADI2,ENSG00000117115.12,14.6313634,1.08453486,57.04445313,2.87663732
RP11-380J14.1,ENSG00000204362.6,0.010952723,9.87E-04,0,0
RP11-380J14.4,ENSG00000282843.1,0.001428322,6.37E-04,0,0
PADI1,ENSG00000142623.9,0.078719172,0.019697467,0.140297443,0.020379553
PADI3,ENSG00000142619.4,0.133528322,0.013722108,3.037232102,0.496898083
MIR3972,ENSG00000266634.1,0.003365795,0.001962088,0.137986553,0.023718877
PADI4,ENSG00000159339.13,0.530753813,0.034805394,0.200628693,0.030918721
PADI6,ENSG00000276747.1,0.006611111,9.66E-04,0.057743277,0.003702928
RCC2,ENSG00000179051.13,42.43346405,0.835034763,164.4257249,2.27955477
ARHGEF10L,ENSG00000074964.16,25.82906972,0.449243616,22.44015303,0.36922733
RP11-473A10.2,ENSG00000236648.1,0.006280174,0.001355017,0,0
ACTL8,ENSG00000117148.7,0.01051024,0.001962548,10.41775871,1.593115227
LINC01654,ENSG00000261781.1,7.97E-04,2.38E-04,0.003104735,0.001425899
IGSF21,ENSG00000117154.11,6.431880392,0.416868016,14.97739138,0.811934642
RP11-174G17.3,ENSG00000280222.1,0.060418083,0.003177994,0,0
RP11-174G17,ENSG00000230035.2,0.008486057,0.002071035,0,0
RP11-422P22.1,ENSG00000225387.1,0.003421569,9.02E-04,0,0
KLHDC7A,ENSG00000179023.8,7.326370588,0.832440748,19.12367415,1.535230064
DYNLL1P3,ENSG00000235282.3,0.012319172,0.003298301,0.037031345,0.003134051
RP1-8B22.2,ENSG00000225478.2,0.002128758,0.001121857,0,0
PAX7,ENSG00000009709.11,0.005058606,5.97E-04,1.727125852,0.212288171
TAS1R2,ENSG00000179002.5,0.015491068,0.001171964,0.010158807,0.001151458
ALDH4A1,ENSG00000159423.16,35.25372767,1.655449215,43.36656771,1.138807355
MIR4695,ENSG00000265606.1,0.001189542,0.001189542,0.003010511,0.001394177
MIR1290,ENSG00000221662.1,0.001788017,0.001303459,0.157450379,0.025830737
IFFO2,ENSG00000169991.10,24.82073203,1.453189499,19.37519053,0.575164343
RP5-1126H10.2,ENSG00000272084.1,1.173045752,0.032383681,0,0
UBR4,ENSG00000127481.14,28.07481046,0.443551966,26.56776913,0.410307145
RP1-43E13.2,ENSG00000230424.1,1.752577778,0.057784662,0,0
EMC1,ENSG00000127463.13,12.1002244,0.13912514,29.20295114,0.370480419
MRTO4,ENSG00000053372.4,28.47100218,0.469779158,65.66225464,0.847156327
AKR7L,ENSG00000211454.13,2.383687146,0.110562662,2.481301894,0.083344325
AKR7A3,ENSG00000162482.4,7.694683878,0.498929784,80.64852045,4.716151283
RP4-657E11.10,ENSG00000270728.1,2.365023529,0.077724814,0,0
AKR7A2,ENSG00000053371.12,58.86788671,0.929178517,112.2788885,1.717210281
RNU6-1099P,ENSG00000200403.1,0.235342702,0.019014826,2.086075189,0.107342262
PQLC2,ENSG00000040487.12,14.38711111,0.201853245,0,0
CAPZB,ENSG00000077549.17,147.1051416,1.402898347,49.08863674,0.460382589
RN7SL277P,ENSG00000240490.3,0.078517211,0.008035943,0.696726136,0.183632239
RNU4-28P,ENSG00000201609.1,0.031098693,0.005322177,0.065030114,0.012673832
RP5-1056L3.1,ENSG00000235185.1,0.034820697,0.005099867,0,0
MINOS1,ENSG00000173436.13,22.06098039,0.237442273,0,0
RP5-1056L3.3,ENSG00000226396.1,8.164443355,0.304734275,0,0
NBL1,ENSG00000158747.13,192.9386492,5.428676329,166.7067093,4.346435914
HTR6,ENSG00000158748.3,0.072298911,0.003439099,0.405874716,0.035546454
TMCO4,ENSG00000162542.13,17.95521569,0.332007723,27.64630407,0.437135661
RNF186,ENSG00000178828.6,1.339301307,0.119699054,0.314012595,0.040530088
RP11-91K11.2,ENSG00000235434.1,1.744698257,0.264219315,0,0
OTUD3,ENSG00000169914.5,8.964405229,0.226354681,7.290280114,0.123686706
PLA2G2E,ENSG00000188784.4,0.004253595,7.83E-04,0.010396212,0.001392561
RN7SL304P,ENSG00000242688.3,0.005391503,0.001301341,0.087738826,0.033492796
PLA2G2A,ENSG00000188257.10,193.3813107,13.74162131,38.68164773,7.204678282
PLA2G5,ENSG00000127472.10,3.63474902,0.108553001,1.118707292,0.049833391
PLA2G2D,ENSG00000117215.14,0.126805664,0.01888646,7.676718655,0.649919972
PLA2G2F,ENSG00000158786.4,0.016234423,0.001587066,0.053014205,0.008980139
RP3-340N1.2,ENSG00000227066.1,0.071870806,0.004050217,0,0
PLA2G2C,ENSG00000187980.6,0.057335948,0.003281015,1.408008428,0.061860376
UBXN10-AS1,ENSG00000225986.1,1.34920305,0.066564194,0,0
UBXN10,ENSG00000162543.5,2.070971678,0.0817652,14.87714612,0.477217611
LINC01757,ENSG00000228105.1,0.006701525,0.00125874,0.005738163,0.001621725
VWA5B1,ENSG00000158816.15,0.045232026,0.004382445,0.07810303,0.014415619
RP4-745E8.2,ENSG00000226664.1,0.008203704,0.001937147,0,0
LINC01141,ENSG00000236963.6,0.02644793,0.001700587,0.103398011,0.003232447
RP4-749H3.2,ENSG00000226487.1,0.00179281,6.90E-04,0,0
CAMK2N1,ENSG00000162545.5,36.13766449,0.927761086,114.0008356,3.005729828
MUL1,ENSG00000090432.6,32.55882353,0.351056747,55.95479981,0.574813917
RPS4XP4,ENSG00000215520.3,0.009734858,0.001415922,0.035731723,0.002431972
FAM43B,ENSG00000183114.7,0.793118954,0.053468443,1.498130777,0.091871054
CDA,ENSG00000158825.5,8.030594553,0.29072589,8.271269886,0.239606582
PINK1,ENSG00000158828.7,24.34928758,0.294828722,10.45928438,0.154716807
PINK1-AS,ENSG00000117242.7,4.163384096,0.086522361,3.154811364,0.050352531
DDOST,ENSG00000244038.9,134.5651634,1.729926715,290.3448207,3.335503883
KIF17,ENSG00000117245.12,4.197427669,0.100179316,1.228824053,0.027967696
RP5-930J4.5,ENSG00000235432.1,0.001943791,5.87E-04,0,0
SH2D5,ENSG00000189410.11,0.181810893,0.01309872,0.182740057,0.015141711
RP5-930J4.2,ENSG00000233069.1,0.036784532,0.011815972,0,0
HP1BP3,ENSG00000127483.17,80.52873638,1.403388828,68.91076572,0.967953138
EIF4G3,ENSG00000075151.20,23.28651198,0.257222658,37.02916563,0.545120207
RNU7-200P,ENSG00000251914.1,0.00101329,0.00101329,0.136860227,0.037071212
MIR1256,ENSG00000221808.1,0.025408497,0.005688529,0.236979261,0.083418314
RPS15AP6,ENSG00000233072.1,0.128542919,0.009087891,0.578182765,0.107915813
RP11-487E1.2,ENSG00000236073.2,0.030240741,0.005280968,0,0
HSPE1P27,ENSG00000235112.1,0.052342919,0.007316235,0.376318087,0.088725894
ECE1,ENSG00000117298.14,128.9384314,1.420230514,137.9138886,2.527925386
RP3-329E20.2,ENSG00000236936.1,0.193759041,0.011340873,0,0
RP5-1071N3.1,ENSG00000231105.1,0.752888453,0.021857145,0,0
PPP1R11P1,ENSG00000236216.5,0.046147059,0.007684954,0.080012216,0.008533067
RP11-293F5.8,ENSG00000228823.1,0.007134205,0.001288143,0,0
RP11-293F5.1,ENSG00000236009.1,0.004177778,8.08E-04,0,0
NBPF2P,ENSG00000227001.3,1.467259041,0.055140345,3.599627273,0.079453436
HS6ST1P1,ENSG00000187952.9,0.801913508,0.026862668,1.616148011,0.057658014
CROCCP5,ENSG00000186543.7,0.029354902,0.002323777,0.118929545,0.00542071
NBPF3,ENSG00000142794.18,3.809184314,0.095945402,6.328282765,0.121505599
PFN1P10,ENSG00000176378.8,0.014929847,0.004318837,0.004605114,0.001011086
ALPL,ENSG00000162551.13,43.82062745,2.267921232,24.88685161,1.594851731
RP11-63N8.3,ENSG00000233431.1,0.035438998,0.002912942,0,0
RAP1GAP,ENSG00000076864.19,7.702814379,0.406814452,20.39278542,0.593685873
USP48,ENSG00000090686.15,24.57262745,0.369000949,25.04130379,0.286554463
RP11-132G19.3,ENSG00000231978.2,0.021384096,0.003706416,0,0
LDLRAD2,ENSG00000187942.11,4.885408932,0.109451415,0.467095644,0.013499422
HSPG2,ENSG00000142798.17,99.17520697,2.090192925,60.61490237,1.346449288
RP11-26H16.1,ENSG00000232037.3,0.199452723,0.009398223,0,0
RP11-26H16.4,ENSG00000283234.1,0.021286492,0.001792033,0,0
CELA3B,ENSG00000219073.7,3.747125926,1.398387095,0.009014962,0.003406267
RN7SL386P,ENSG00000273610.1,0.018053377,0.007996521,0.006708049,0.001750945
RNU6-1022P,ENSG00000201919.1,0.002537691,0.001487191,0.002999432,0.001808239
CELA3A,ENSG00000142789.19,11.28247603,3.797371572,0.00428267,0.00151415
